Location no.,Name,,Address 1 formatted postal,Address 2 formatted physical,phone,fax,contact,email,portfolio code,enrol FTE,Description
0908,Ocean View P-12 College,,,"Gedville Road, Taperoo SA 5017",(08) 8248 1422,(08) 8341 8235,Mr Peter McLaren,dl.0908.Admin@schools.sa.edu.au,10,733.4,Combined Primary/Secondary Schools (R-12)
0849,Open Access College,,,"1-37 Marden Road, Marden SA 5070",(08) 8309 3500,(08) 8362 0045,Ms Julie Taylor,dl.0849.Admin@schools.sa.edu.au,07,859.9,Combined Primary/Secondary Schools (R-12)
, Port Augusta School of the Air,,"PO Box 445, Port Augusta SA 5700","59 Power Crescent, Port Augusta SA 5700",1800 018 287,(08) 8642 3563,Ms Pauline Smart,dl.1672.Admin@schools.sa.edu.au,20,,Combined Primary/Secondary Schools (R-12)
1099,Paralowie School,,"PO Box 83 Whites Road, Salisbury North SA 5108","Whites Road, Paralowie SA 5108",(08) 8182 7222,(08) 8281 5859,Mr Peter McKay,dl.1099.Admin@schools.sa.edu.au,05,1315.9,Combined Primary/Secondary Schools (R-12)
0975,Pasadena High School,,,"241-277 Daws Road, Pasadena SA 5042",(08) 8152 6800,(08) 8277 2071,Ms Wendy House,dl.0975.Admin@schools.sa.edu.au,13,184.5,Combined Primary/Secondary Schools (R-12)
1907,Reynella East College,,,"63 Malbeck Drive, Reynella East SA 5161",(08) 8329 2300,(08) 8381 5084,Ms Caroline Green,dl.1907.Admin@schools.sa.edu.au,17,1643,Combined Primary/Secondary Schools (R-12)
0641,Seaford 6-12 School,,,"Lynton Terrace, Seaford SA 5169",(08) 8327 2222,(08) 8327 2244,Ms Cezanne Green,dl.0641.Admin@schools.sa.edu.au,17,918.6,Combined Primary/Secondary Schools (R-12)
1430,The Heights School,,,"Brunel Drive, Modbury Heights SA 5092",(08) 8263 6244,(08) 8263 6072,Ms Helen Calvert,dl.1430.Admin@schools.sa.edu.au,05,1100.6,Combined Primary/Secondary Schools (R-12)
0907,William Light R-12 School,,,"21A Errington Street, Plympton SA 5038",(08) 8297 0488,(08) 8297 8430,Ms Michele Pope,dl.0907.Admin@schools.sa.edu.au,10,470.4,Combined Primary/Secondary Schools (R-12)
,,,,,,,,,,,
2808,Berri Family Day Care,,"PO Box 907, Berri SA 5343","3 Kay Avenue, Berri SA 5343",(08) 8595 2415,(08) 8582 3037,,,,,Family Day Care
5241,Elizabeth Family Day Care,,,"20 Langford Drive, Elizabeth SA 5112",(08) 8207 9100,(08) 8207 9120,,,,,Family Day Care
, Country Central Family Day Care Scheme,,,"20 Langford Drive, Elizabeth SA 5112",,,,,,,Family Day Care
, Eastern Districts Family Day Care Scheme,,,"20 Langford Drive, Elizabeth SA 5112",,,,,,,Family Day Care
, North Metro Family Day Care Scheme,,,"20 Langford Drive, Elizabeth SA 5112",,,,,,,Family Day Care
, Northside Family Day Care Scheme,,,"20 Langford Drive, Elizabeth SA 5112",,,,,,,Family Day Care
7131,Enfield Family Day Care,,,"Clarice Avenue, Enfield SA 5085",(08) 8343 6533,(08) 8366 8788,,,,,Family Day Care
5807,Flinders Park Family Day Care,,,"20 Beatty Street, Flinders Park SA 5025",(08) 8416 7400,(08) 8416 7470,,,,,Family Day Care
, Central Metro Family Day Care Scheme,,,"20 Beatty Street, Flinders Park SA 5025",,,,,,,Family Day Care
, Eastern Eyre Family Day Care Scheme,,,"20 Beatty Street, Flinders Park SA 5025",,,,,,,Family Day Care
, Far North Family Day Care Scheme,,,"20 Beatty Street, Flinders Park SA 5025",,,,,,,Family Day Care
, West Country Family Day Care Scheme,,,"20 Beatty Street, Flinders Park SA 5025",,,,,,,Family Day Care
6801,Maitland Family Day Care,,,"15 Kilkerran Terrace, Maitland SA 5573",(08) 8832 2825,(08) 8832 2047,,,,,Family Day Care
7803,Mount Gambier Family Day Care,,,"Mulga Street, Mount Gambier SA 5290",(08) 8723 0080,(08) 8723 1394,,,,,Family Day Care
7800,Murray Bridge Family Day Care,,,"20 Beatty Terrace, Murray Bridge SA 5253",(08) 8532 0766,(08) 8531 0115,,,,,Family Day Care
5273,Noarlunga Family Day Care,,,"2nd floor Noarlunga House, Noarlunga Centre SA 5168",(08) 8207 3657,(08) 8207 3660,,,,,Family Day Care
, Hills Murraylands Family Day Care Scheme,,,"2nd floor Noarlunga House, Noarlunga Centre SA 5168",,,,,,,Family Day Care
, South East Riverland Family Day Care Scheme,,,"2nd floor Noarlunga House, Noarlunga Centre SA 5168",,,,,,,Family Day Care
, Southern Districts Family Day Care Scheme,,,"2nd floor Noarlunga House, Noarlunga Centre SA 5168",,,,,,,Family Day Care
, Southern Vales Family Day Care Scheme,,,"2nd floor Noarlunga House, Noarlunga Centre SA 5168",,,,,,,Family Day Care
6007,Port Lincoln Family Day Care,,,"3/7 Mortlock Terrace, Port Lincoln SA 5606",(08) 8682 0700,(08) 8682 5348,,,,,Family Day Care
6003,Port Pirie Family Day Care,,,"TAFE SA, 50 Mary Elie Street, Port Pirie SA 5540",(08) 8638 1840,(08) 8633 0665,,,,,Family Day Care
4855,Victor Harbor Family Day Care,,,"1 Oval Street, Victor Harbor SA 5211",,,,,,,Family Day Care
6006,Whyalla Family Day Care,,,"115 Nicolson Avenue, Whyalla Norrie SA 5608",(08) 8645 6590,(08) 8645 2131,,,,,Family Day Care
5800,Wudinna Family Day Care,,"c/- Wudinna Area School, PO Box 30, Wudinna SA 5652","Medley Terrace, Wudinna SA 5652",(08) 8680 2940,(08) 8680 2393,,,,,Family Day Care
,,,,,,,,,,,
1673,Aberfoyle Park High School,,,"Taylors Road East, Aberfoyle Park SA 5159",(08) 8270 4455,(08) 8370 5819,Ms Liz Mead,dl.1673.Admin@schools.sa.edu.au,16,994.5,High Schools
0768,Adelaide High School,,,"West Terrace, Adelaide SA 5000",(08) 8231 9373,(08) 8212 7827,Ms Anita Zocchi,dl.0768.Admin@schools.sa.edu.au,07,1253.3,High Schools
1800,Australian Science & Mathematics School,,,"Flinders University, Sturt Road, Bedford Park SA 5042",(08) 8201 5686,(08) 8201 5685,Ms Susan Hyde,asms@flinders.edu.au,16,360.2,High Schools
0769,Balaklava High School,,"PO Box 41, Balaklava SA 5461","14 Gwy Terrace, Balaklava SA 5461",(08) 8862 0600,(08) 8862 0650,Mr Mark Healy,dl.0769.Admin@schools.sa.edu.au,11,337.8,High Schools
1117,Banksia Park International High School,,"PO Box 699, St Agnes SA 5097","610 Milne Road, Banksia Park SA 5091",(08) 8264 8122,(08) 8396 1289,Ms Lyndall Bain,dl.1117.Admin@schools.sa.edu.au,03,665.4,High Schools
0770,Birdwood High School,,,"Shannon Street, Birdwood SA 5234",(08) 8568 5100,(08) 8568 5222,Mr Stephen Hicks,dl.0770.Admin@schools.sa.edu.au,06,588,High Schools
0905,Blackwood High School,,"PO Box 1075, Blackwood SA 5051","4 Seymour Street, Eden Hills SA 5050",(08) 8278 0900,(08) 8278 0999,Ms Marion Coady,dl.0905.Admin@schools.sa.edu.au,13,806.1,High Schools
0894,Bordertown High School,,,"South Terrace, Bordertown SA 5268",(08) 8752 1455,(08) 8752 1091,Mr Mick O'Connell,dl.0894.Admin@schools.sa.edu.au,15,335.1,High Schools
0803,Brighton Secondary School,,,"305 Brighton Road, North Brighton SA 5048",(08) 8375 8200,(08) 8296 0949,Ms Olivia O'Neill,dl.0803.Admin@schools.sa.edu.au,10,1412.2,High Schools
1013,Christies Beach HS & Southern Vocational College,,,"Morton Road, Christie Downs SA 5164",(08) 8329 9777,(08) 8329 9778,Ms Sharon Goldman,dl.1013.Admin@schools.sa.edu.au,16,1142.2,High Schools
0976,Craigmore High School,,,"2 Jamieson Road, Blakeview SA 5114",(08) 8254 6522,(08) 8254 2707,Mr Desmond Wauchope,dl.0976.Admin@schools.sa.edu.au,06,913.9,High Schools
1030,Edward John Eyre High School,,"PO Box 2245, Whyalla Norrie SA 5608","Grundel Street, Whyalla Norrie SA 5608",(08) 8645 7677,(08) 8645 0677,Mr Paul Havelberg,dl.1030.Admin@schools.sa.edu.au,20,398,High Schools
0805,Findon High School,,,"Drummond Avenue, Findon SA 5023",(08) 8445 7944,(08) 8345 5401,Ms Sue Burtenshaw,dl.0805.Admin@schools.sa.edu.au,09,360.6,High Schools
0910,Fremont-Elizabeth City High School,,"PO Box 196, Elizabeth SA 5112","Philip Highway, Elizabeth SA 5112",(08) 8255 7566,(08) 8287 1113,Ms Peta Kourbelis,dl.0910.Admin@schools.sa.edu.au,03,768,High Schools
0775,Gladstone High School,,"PO Box 70, Gladstone SA 5473","Main North Road, Gladstone SA 5473",(08) 8662 2171,(08) 8662 2050,Mr Chris Heading,dl.0775.Admin@schools.sa.edu.au,19,214.6,High Schools
0927,Glenunga International High School,,,"99 L'Estrange Street, Glenunga SA 5064",(08) 8379 5629,(08) 8338 2518,Ms Wendy Johnson,dl.0927.Admin@schools.sa.edu.au,07,1528.5,High Schools
0776,Glossop High School,,"PO Box 177, Glossop SA 5344","535 Old Sturt Highway, Glossop SA 5344",(08) 8583 2030,(08) 8583 2218,Mrs Julie Ahrens,dl.0776.Admin@schools.sa.edu.au,01,700.9,High Schools
, Glossop High School Middle Campus,,"PO Box 177, Glossop SA 5344","535 Old Sturt Highway, Glossop SA 5344",(08) 8583 2004,(08) 8583 2014,,dl.0776.Admin@schools.sa.edu.au,01,,High Schools
, Glossop High School Senior Campus,,,"50 Burgess Drive, Berri SA 5343",(08) 8595 2677,(08) 8595 2688,,dl.0776.Admin@schools.sa.edu.au,01,,High Schools
1834,Golden Grove High School,,,"1 Adey Place, Golden Grove SA 5125",(08) 8282 6400,(08) 8282 6499,Mr Paul Wilson,dl.1834.Admin@schools.sa.edu.au,05,1362.3,High Schools
0928,Grant High School,,"PO Box 8221, Mount Gambier East SA 5291","Hosking Avenue, Mount Gambier SA 5290",(08) 8726 3100,(08) 8725 0173,Mr Steven Phillips,dl.0928.Admin@schools.sa.edu.au,14,691.1,High Schools
0823,Hamilton Secondary College,,,"815 Marion Road, Mitchell Park SA 5043",(08) 8275 8300,(08) 8277 9380,Mr Peter Mader,dl.0823.Admin@schools.sa.edu.au,16,859.2,High Schools
0926,Heathfield High School,,"PO Box 96, Stirling SA 5152","99 Longwood Road, Heathfield SA 5153",(08) 8139 9300,(08) 8139 9399,Mr Alistair Brown,dl.0926.Admin@schools.sa.edu.au,12,838.1,High Schools
0809,Henley High School,,,"Cudmore Terrace, Henley Beach SA 5022",(08) 8355 7000,(08) 8355 7070,Ms Elizabeth Schneyder,dl.0809.Admin@schools.sa.edu.au,08,1234.3,High Schools
0792,John Pirie Secondary School,,,"40 Mary Elie Street, Port Pirie SA 5540",(08) 8632 1763,(08) 8632 3195,Mr Roger Nottage,dl.0792.Admin@schools.sa.edu.au,19,689,High Schools
0779,Kapunda High School,,"PO Box 296, Kapunda SA 5373","West Terrace, Kapunda SA 5373",(08) 8566 2203,(08) 8566 2664,Ms Kristen Masters,dl.0779.Admin@schools.sa.edu.au,11,444.6,High Schools
0814,Le Fevre High School,,,"90 Hart Street, Semaphore South SA 5019",(08) 8449 7004,(08) 8449 1220,Mr Rob Shepherd,dl.0814.Admin@schools.sa.edu.au,10,580.5,High Schools
0895,Loxton High School,,"PO Box 446, Loxton SA 5333","Bookpurnong Road, Loxton SA 5333",(08) 8584 7339,(08) 8584 7765,Mr John Tiver,dl.0895.Admin@schools.sa.edu.au,01,605.4,High Schools
0583,Marden Senior College,,,"1-37 Marden Road, Marden SA 5070",(08) 8366 2888,(08) 8362 0451,Ms Brenda Harris,dl.0583.Admin@schools.sa.edu.au,07,512.6,High Schools
0817,Marryatville High School,,"PO Box 196, Marryatville SA 5068","170 Kensington Road, Marryatville SA 5068",(08) 8304 8420,(08) 8332 3228,Mr Mark Leahy,dl.0817.Admin@schools.sa.edu.au,08,1227,High Schools
0780,Millicent High School,,,"Mount Burr Road, Millicent SA 5280",(08) 8733 2400,(08) 8733 2166,Mr John Shelton,dl.0780.Admin@schools.sa.edu.au,14,527.4,High Schools
0903,Mitcham Girls High School,,,"Kyre Avenue, Kingswood SA 5062",(08) 8272 8233,(08) 8373 3013,Ms Antoinette Jones,dl.0903.Admin@schools.sa.edu.au,13,585.9,High Schools
0964,Modbury High School,,,"62 Pompoota Road, Modbury SA 5092",(08) 8264 1955,(08) 8263 0316,Mr Martin Rumsby,dl.0964.Admin@schools.sa.edu.au,04,910.6,High Schools
0783,Mount Barker High School,,,"2 Wellington Road, Mount Barker SA 5251",(08) 8391 1599,(08) 8391 0631,Mr Warren Symonds,dl.0783.Admin@schools.sa.edu.au,12,478.4,High Schools
0784,Mount Gambier High School,,,"Brownes Road, Mount Gambier SA 5290",(08) 8725 6244,(08) 8723 0441,Miss Mary Fenwick,dl.0784.Admin@schools.sa.edu.au,14,941.1,High Schools
0785,Murray Bridge High School,,"PO Box 1584, Murray Bridge SA 5253","Lohmann Street, Murray Bridge SA 5253",(08) 8532 1788,(08) 8532 5335,Mr Phillip Fitzsimons,dl.0785.Admin@schools.sa.edu.au,15,1016.1,High Schools
0786,Naracoorte High School,,"PO Box 771, Naracoorte SA 5271","Stewart Terrace, Naracoorte SA 5271",(08) 8762 1333,(08) 8762 3452,Mr Kym Grant,dl.0786.Admin@schools.sa.edu.au,15,407.8,High Schools
0787,Norwood Morialta High School,,"PO Box 180, Magill SA 5072","505 The Parade, Magill SA 5072",(08) 8364 2299,(08) 8139 2138,Ms Panayoula Parha,dl.0787.Admin@schools.sa.edu.au,07,1489,High Schools
, Norwood Morialta Middle Campus - Morialta,,"PO Box 180, Magill SA 5072","Morialta Road West, Rostrevor SA 5073",(08) 8365 0455,(08) 8360 9802,,dl.0787.Admin@schools.sa.edu.au,07,,High Schools
, Norwood Morialta Senior Campus - Norwood,,"PO Box 180, Magill SA 5072","505 The Parade, Magill SA 5072",(08) 8364 2299,(08) 8139 2138,,dl.1886.Admin@schools.sa.edu.au,07,,High Schools
0788,Nuriootpa High School,,,"Penrice Road, Nuriootpa SA 5355",(08) 8562 2022,(08) 8562 1029,Mr Neil White,dl.0788.Admin@schools.sa.edu.au,11,826.2,High Schools
0574,Para Hills High School,,,"90 Beafield Road, Para Hills West SA 5096",(08) 8258 5466,(08) 8250 9527,Ms Janette Scott,dl.0574.Admin@schools.sa.edu.au,06,551.4,High Schools
1012,Para West Adult Campus,,"PO Box 6, Edinburgh North SA 5113","23 Crafter Street, Davoren Park SA 5113",(08) 8254 6300,(08) 8254 2350,Ms Colleen Abbott,dl.1012.Admin@schools.sa.edu.au,04,536,High Schools
1137,Parafield Gardens High School,,,"15 Shepherdson Road, Parafield Gardens SA 5107",(08) 8258 9855,(08) 8281 5853,Ms Nanette Van Ruiten,dl.1137.Admin@schools.sa.edu.au,03,878.8,High Schools
0931,Penola High School,,,"43 Cameron Street, Penola SA 5277",(08) 8737 0000,(08) 8737 2842,Ms Fleur Roachock,dl.0931.Admin@schools.sa.edu.au,14,103,High Schools
0789,Peterborough High School,,,"Queen Street, Peterborough SA 5422",(08) 8651 2306,(08) 8651 2835,Ms Liz Pannell,dl.0789.Admin@schools.sa.edu.au,19,107.6,High Schools
0790,Port Augusta Secondary School,,"PO Box 1921, Port Augusta SA 5700","3 Stirling Road, Port Augusta SA 5700",(08) 8647 3300,(08) 8647 3388,Mr Paul Billows,dl.0790.Admin@schools.sa.edu.au,20,544.4,High Schools
0791,Port Lincoln High School,,"PO Box 30A, Port Lincoln SA 5606","Ruskin Road, Port Lincoln SA 5606",(08) 8682 3677,(08) 8682 6692,Mr Tony Green,dl.0791.Admin@schools.sa.edu.au,18,710.4,High Schools
0794,Renmark High School,,,"Thurk Street, Renmark SA 5341",(08) 8586 6974,(08) 8586 6950,Mr Orio Denti,dl.0794.Admin@schools.sa.edu.au,01,521.6,High Schools
0795,Riverton and District High School,,,"Oxford Terrace, Riverton SA 5412",(08) 8847 2202,(08) 8847 2016,Ms Glenys Oakey,dl.0795.Admin@schools.sa.edu.au,11,179.6,High Schools
1902,Roma Mitchell Secondary College,,,"Sports Park, Briens Road, Gepps Cross SA 5094",(08) 8161 4600,(08) 8161 4650,Ms Sandra Richardson,dl.1902.Admin@schools.sa.edu.au,05,1104.2,High Schools
1011,Salisbury East High School,,"PO Box 691, Elizabeth SA 5112","50 Smith Road, Salisbury East SA 5109",(08) 8258 2070,(08) 8250 3733,Ms Jacqui Van Ruiten,dl.1011.Admin@schools.sa.edu.au,04,696.7,High Schools
0892,Salisbury High School,,,"14 Farley Grove, Salisbury North SA 5108",(08) 8182 0200,(08) 8182 0201,Mrs Ann Prime,dl.0892.Admin@schools.sa.edu.au,05,798.7,High Schools
0941,Seaton High School,,,"Glenburnie Street, Seaton SA 5023",(08) 8445 2944,(08) 8445 7159,Mr Richard Abell,dl.0941.Admin@schools.sa.edu.au,08,822.1,High Schools
0893,Seaview High School,,,"78-124 Seacombe Road, Seacombe Heights SA 5047",(08) 8377 8000,(08) 8377 8050,Ms Penelope Tranter,dl.0893.Admin@schools.sa.edu.au,17,487.8,High Schools
1195,Stuart High School,,"PO Box 621, Whyalla SA 5600","Bastyan Crescent, Whyalla Stuart SA 5608",(08) 8649 1022,(08) 8649 3598,Ms Veronica Conley,dl.1195.Admin@schools.sa.edu.au,20,234,High Schools
0810,Thebarton Senior College,,,"40 Ashley Street, Torrensville SA 5031",(08) 8352 5811,(08) 8234 2467,Mr Kim Hebenstreit,dl.0810.Admin@schools.sa.edu.au,10,1162.3,High Schools
0965,Underdale High School,,,"19 Garden Terrace, Underdale SA 5032",(08) 8301 8000,(08) 8234 2479,Mr Nigel Gill,dl.0965.Admin@schools.sa.edu.au,10,654.8,High Schools
0797,Unley High School,,,"Kitchener Street, Netherby SA 5062",(08) 8272 1455,(08) 8373 3031,Ms Susan Cameron,dl.0797.Admin@schools.sa.edu.au,13,1209.6,High Schools
0798,Urrbrae Agricultural High School,,,"505 Fullarton Road, Netherby SA 5062",(08) 8372 6955,(08) 8372 6999,Mr Wal Czernezkyj,dl.0798.Admin@schools.sa.edu.au,13,971.9,High Schools
1184,Valley View Secondary School,,,"240 Wright Road, Para Vista SA 5093",(08) 8360 6111,(08) 8360 6112,Mr Nigel Howard,dl.1184.Admin@schools.sa.edu.au,06,326.6,High Schools
0799,Victor Harbor High School,,,"George Main Road, Victor Harbor SA 5211",(08) 8551 1900,(08) 8551 1965,Ms Amanda O'Shea,dl.0799.Admin@schools.sa.edu.au,13,724.5,High Schools
0800,Waikerie High School,,,"24 Blake Road, Waikerie SA 5330",(08) 8541 2533,(08) 8541 3408,Ms Sheralyn Oakey,dl.0800.Admin@schools.sa.edu.au,01,393.5,High Schools
0822,Whyalla High School,,,"Broadbent Terrace, Whyalla SA 5600",(08) 8645 8844,(08) 8645 0057,Mr Graham Clark,dl.0822.Admin@schools.sa.edu.au,20,354,High Schools
0909,Willunga High School,,,"239 Main Road, Willunga SA 5172",(08) 8556 2105,(08) 8556 2243,Ms Janelle Reimann,dl.0909.Admin@schools.sa.edu.au,12,959.6,High Schools
0906,Windsor Gardens Vocational College,,,"McKay Avenue, Windsor Gardens SA 5087",(08) 8261 2733,(08) 8261 0827,Ms Paulette Sargent,dl.0906.Admin@schools.sa.edu.au,05,526.8,High Schools
0638,Wirreanda High School,,,"105 Richards Drive, Morphett Vale SA 5162",(08) 8382 9555,(08) 8326 3546,Mr Tony Lunniss,dl.0638.Admin@schools.sa.edu.au,17,861.4,High Schools
0801,Woodville High School,,,"11 Actil Avenue, Woodville SA 5011",(08) 8445 9833,(08) 8445 7863,Ms Meredith Edwards,dl.0801.Admin@schools.sa.edu.au,09,963.8,High Schools
,,,,,,,,,,,
1273,Pennington Junior Primary School,,,"Harrison Road, Pennington SA 5013",(08) 8345 4072,(08) 8445 2504,Ms Nola Tsoulakis,dl.1273.Admin@schools.sa.edu.au,09,159,Junior Primary Schools
1277,Port Lincoln Junior Primary School,,"PO Box 1785, Port Lincoln SA 5606","Adelaide Place, Port Lincoln SA 5606",(08) 8682 1226,(08) 8682 5866,Ms Deborah Hemming,dl.1277.Admin@schools.sa.edu.au,18,329,Junior Primary Schools
,,,,,,,,,,,
5120,Christie Downs Learning Together @ Home,,,"Christie Downs PS, Elizabeth Road, Christie Downs SA 5164",(08) 8382 5950,(08) 8207 3790,,,,,Learning Together @ Home
3911,Fleurieu Learning Together @ Home,,,"1 Oval Street, Victor Harbor SA 5211",(08) 8552 4160,(08) 8552 4160,,,,,Learning Together @ Home
4045,Inner North Learning Together @ Home,,,"Enfield Primary School, Clarice Ave, Enfield SA 5085",(08) 8262 7399,(08) 8262 7844,,,,,Learning Together @ Home
5922,Inner South West Learning Together @ Home,,,"Forbes Children's Centre, 80 Thomas Street, South Plympton SA 5038",(08) 8293 9090,(08) 8234 0940,,,,,Learning Together @ Home
7005,Limestone Coast Learning Together @ Home,,,"Newbery Park PS, Bridges Street, Millicent SA 5280",(08) 8733 2864,(08) 8733 2377,,,,,Learning Together @ Home
6929,Lower Yorke Peninsula Learning Together@Home,,"c/- Yorketown and Districts Kindergarten, PO Box 211, Yorketown SA 5576","27A Stansbury Road, Yorketown SA 5576",(08) 8832 3053,(08) 8832 2208,,,,,Learning Together @ Home
7910,Murray Bridge Learning Together @ Home,,,"25-27 Burdekin Avenue, Murray Bridge SA 5253",(08) 8531 3090,(08) 8532 5065,,,,,Learning Together @ Home
2001,Northern Learning Together @ Home,,,"Para West Adult Campus, 23 Crafter St, Davoren Park SA 5113",(08) 8284 2011,(08) 8254 2350,,,,,Learning Together @ Home
6907,Port Augusta Learning Together@Home,,"PO Box 267, Port Augusta SA 5700","Rupert Street, Port Augusta SA 5700",(08) 8641 0345,(08) 8642 2730,,,,,Learning Together @ Home
6909,Port Lincoln Learning Together @ Home,,"PO Box 78, Port Lincoln SA 5607","63 Stevenson Street, Port Lincoln SA 5606",(08) 8682 5969,(08) 8683 3931,,,,,Learning Together @ Home
6911,Port Pirie and Clare Learning Together @ Home,,,"Airdale Primary School, Anzac Road, Port Pirie SA 5540",(08) 8632 2633,(08) 8632 4509,,,,,Learning Together @ Home
6901,Whyalla Learning Together @ Home,,,"115 Nicolson Avenue, Whyalla Norrie SA 5608",(08) 8645 7776,(08) 8645 2131,,,,,Learning Together @ Home
,,,,,,,,,,,
4758,Adelaide Montessori ELC - Norwood,,,"33 Gray Street, Norwood SA 5067",(08) 8363 5599,(08) 8363 5755,Ms Anna Standish,gumnut@senet.com.au,,,Non-Government Preschool Providers
4995,Adelaide Montessori ELC - Thebarton,,,"5A Walter Street, Thebarton SA 5031",(08) 8352 8800,(08) 8352 8988,Ms Anna Standish,,,,Non-Government Preschool Providers
5374,Angaston Child Care & Early Learning Centre,,,"Lot 422 Valley Road, Angaston SA 5353",(08) 8564 3387,(08) 8564 3398,,,,,Non-Government Preschool Providers
4735,Anglicare SA Wanslea Child Care Centre,,,"51 Cross Road, Kingswood SA 5062",(08) 8271 8592,(08) 8373 4132,Ms Petrina Tate,,,,Non-Government Preschool Providers
4159,Annesley Junior School,,,"28 Rose Terrace, Wayville SA 5034",(08) 8422 2288,(08) 8422 2284,Ms Cherylyn Skewes,,,,Non-Government Preschool Providers
